candidate,state,district,office,year,party,stage,sel_date,n_snapshots_available,n_pages,page_types,urlkey,n_char,n_words
Valerie Ann Arkoosh,PA,13.0,house,2018,D,2,20181119034933,4,1,homepage,https://valarkoosh.com,6618,941
Amy Kremer,GA,6.0,house,2018,R,2,20181126125748,3,9,homepage;news;other,https://www.amykremerforcongress.com,63670,9422
Kyle Brenden Moore,IN,5.0,house,2018,D,2,20180824235537,5,1,homepage,https://kylemooreforcongress.com,8056,1183
Richard M. Nolan,MN,8.0,house,2018,D,2,20180322162739,1,2,homepage;other,http://www.nolanforcongress.com,5000,418
Madeline Katherine Eden,TX,10.0,house,2018,D,2,20180213114335,3,1,homepage,http://edenforcongress.com,3653,505
Holly Lynch,NY,10.0,house,2018,D,2,20180817020248,1,1,homepage,https://www.hollylynchny.org/,63,10
Betty Ann Field,CO,5.0,house,2018,D,2,20180105014541,2,1,homepage,https://bettyfieldlistens.com,927,102
Steve Womack,AR,3.0,house,2018,R,2,20181227164920,28,1,homepage,https://womackforcongress.com,855,108
Manan Trivedi,PA,6.0,house,2018,D,2,20180421080255,1,10,action;biography;homepage;issues;other,https://www.trivediforcongress.com,26894,3089
Nydia M. Velazquez,NY,7.0,house,2018,D,2,20181108141018,11,1,homepage,https://www.reelectnydiavelazquez.com/,1701,236
Steven C Fowler,TX,6.0,house,2018,R,2,20181119145313,3,1,homepage,https://www.stevenfowler.org,772,94
Tj Mulloy,OH,16.0,house,2018,D,2,20180617093356,3,1,homepage,https://www.tjmulloyforcongress.com,121,16
Don Boyajian,NY,21.0,house,2018,D,2,20180911155656,9,8,biography;endorsements;homepage;issues;news;other,https://don2018.com,11834,1560
Charles Wieder Dent,PA,15.0,house,2018,R,2,20180209022053,4,1,homepage,https://www.dentforcongress.com,1401,163
Russell L Gottesman,OH,10.0,house,2018,D,2,20180818035559,2,14,biography;homepage;news;other,https://russgottesman.com,46969,6840
Rashida Tlaib,MI,13.0,house,2018,D,2,20180323223054,13,26,action;homepage;other,https://rashidaforcongress.com,65356,6769
David Therrien,MD,4.0,house,2018,R,2,20180130233448,22,11,homepage;other,https://therrienforcongress.com,29317,3886
M Latroy Williams,TN,9.0,house,2018,D,2,20180113221352,1509,61,homepage;news;other,https://ml.williams66@yahoo.com,757486,50236
Bob Harlow,CA,18.0,house,2018,D,2,20180322193311,3,1,homepage,http://www.bobharlow.net,2610,411
Mikel Weisser,AZ,4.0,house,2018,D,2,20180527202835,11,11,homepage;issues;news;other,http://www.mikelweisser.org/,27299,3427
Annabelle Robertson,SC,2.0,house,2018,D,2,20181226222941,16,4,homepage;other,https://annabelle2018.com,11963,1567
Anna G Eshoo,CA,18.0,house,2018,D,2,20180331184059,46,69,homepage;issues;news;other,http://eshoo.house.gov,461308,51256
Alexander Gallegos,ID,1.0,house,2018,R,2,20180417105629,1,2,homepage;other,https://alexforidaho.com,17806,1676
Valerie Sargent Meyers,GA,8.0,house,2018,R,2,20180320180004,1,4,homepage;other,http://valerieforcongress.com,30928,4445
Jimmy Gomez,CA,34.0,house,2018,D,2,20180102134337,20,18,action;biography;endorsements;homepage;issues;other,https://jimmygomezforcongress.com,61924,7889
Bruce William Mcpherson,GA,2.0,house,2018,R,2,20180324184750,4,11,action;homepage;issues;other,https://www.bruceforgeorgia.com,11550,1652
Dan Kohl,WI,6.0,house,2018,D,2,20181119072054,28,6,homepage;issues;news;other,http://www.kohlforcongress.com,37344,5540
Tim Kane,OH,12.0,house,2018,R,2,20180815214244,8,1,homepage,https://www.kaneforohio.com,948,122
Jessica Mcclure,NE,1.0,house,2018,D,2,20181005202557,45,20,endorsements;homepage;news;other,https://www.jessicamcclureforcongress.com,35602,4514
George Weber,IL,14.0,house,2018,D,2,20181224110438,7,2,homepage;other,https://www.georgeweberforcongress.com,22854,3720
Linda Sanchez,CA,38.0,house,2018,D,2,20181005191649,14,2,action;homepage,http://www.voteforlinda.com,5326,778
David Adam Gerson,MN,2.0,house,2018,R,2,20180329174603,1,2,homepage;other,https://gersonforcongress.com,5611,500
Janet Patricia Mrs. Garrett,OH,4.0,house,2018,D,2,20180710133211,52,9,action;homepage;other,https://janetgarrett.com,58644,8566
Scott Dibble,MN,5.0,house,2018,D,2,20181210184748,5,1,homepage,https://scottdibble.com,156,12
Kevin Nelson,TX,10.0,house,2018,D,2,20180224010246,1,1,homepage,https://www.kevinnelsonforcongress.com,2210,364
Daniel Jay O'Connor,OH,12.0,house,2018,D,2,20180808082727,14,10,action;biography;endorsements;homepage;issues;news;other,http://www.dannyoconnorforcongress.com,25113,3160
Thomas Latham,IA,3.0,house,2018,R,2,20181118153333,4,1,homepage,https://www.tomlatham.com,117,18
Ben Mcadams,UT,4.0,house,2018,D,2,20181005202058,78,10,action;biography;homepage;issues;news;other,https://www.benmcadamsforcongress.com,26672,3736
David Brown,NC,10.0,house,2018,D,2,20180526172535,6,21,action;homepage;issues;other,https://dwb4congress.com,24401,3435
Christina Hagan,OH,16.0,house,2018,R,2,20181111053917,1,1,homepage,https://www.haganforohio.com,713,84
Steve Chabot,OH,1.0,house,2018,R,2,20180102114957,65,17,action;biography;homepage;news;other,https://www.stevechabot.com,44636,6124
Hansen Clarke,MI,14.0,house,2018,D,2,20181115055431,3,7,action;endorsements;homepage;news;other,http://hansenclarkeforcongress.com/,46037,6584
Chet Edwards,TX,17.0,house,2018,D,2,20181222190105,11,1,homepage,https://www.chetedwards.com,117,18
Stevan E. Pearce,NM,2.0,house,2018,R,2,20180306190235,10,2,homepage;other,https://www.peopleforpearce.com,17503,2410
Alvin Brown,FL,5.0,house,2018,D,2,20180724213801,2,2,homepage;other,https://alvinforcongress.com,4726,587
Jack Schofield,NV,2.0,house,2018,D,2,20180807081933,1,2,homepage;other,https://www.jack2010.com,2392,242
Brendan F Boyle,PA,2.0,house,2018,D,2,20180103022549,16,18,action;homepage;news;other,http://www.voteboyle.com,76553,10570
Lamar Smith,TX,21.0,house,2018,R,2,20181030023559,7,1,homepage,https://www.texansforlamarsmith.com,9729,1457
Doug Chin,HI,1.0,house,2018,D,2,20180815071310,2,1,homepage,https://www.dougchin.com,796,82
Janice D Schakowsky,IL,9.0,house,2018,D,2,20180102084435,35,8,homepage;news;other,https://www.janschakowsky.org,32447,4121
Dean Phillips,MN,3.0,house,2018,D,2,20181107064426,73,31,action;homepage;issues;news;other,https://www.phillipsforcongress.org,116904,15728
Jose E. Serrano,NY,15.0,house,2018,D,2,20181003094802,95,4,homepage;news,http://serrano.house.gov,28815,3613
Darin Patrick Griesey,IN,4.0,house,2018,D,2,20181114105807,2,1,homepage,https://www.darinpatrick.com,112,20
Kurtis Wilson,CA,23.0,house,2018,D,2,20180623005221,20,1,homepage,https://www.kurtforcongress2018.com,2274,291
John H. Jr. Eichelberger,PA,13.0,house,2018,R,2,20180831154123,9,1,homepage,https://ilikeeich.org,3693,394
Roger Thompson,IL,5.0,house,2018,D,2,20180320043141,1,1,homepage,https://www.thompsonforcongress.com,24,3
Nicola S Tsongas,MA,3.0,house,2018,D,2,20180809203234,22,4,homepage;other,http://www.nikitsongas.com,12130,1866
Mal Hyman,SC,7.0,house,2018,D,2,20180922120134,16,8,homepage;other,https://www.malhyman.com,27803,4063
Brittany Louise Ms. Pettersen,CO,7.0,house,2018,D,2,20181109094607,11,9,action;biography;homepage;issues;news;other,https://www.brittanypettersen.com,28570,4120
Matthew Ryan Bevens,KS,2.0,house,2018,R,2,20180108023752,1,1,homepage,http://www.bevensforcongress.com,1231,146
Randy Perkins,FL,18.0,house,2018,D,2,20180307133403,1,1,homepage,https://www.randyperkinsforcongress.com,380,49
Radhakrishna Mohan,NY,11.0,house,2018,D,2,20180804190914,23,3,homepage;other,https://www.mohanforcongress.com,9430,1432
Renee Jacisin Ellmers,NC,2.0,house,2018,R,2,20180315035801,2,1,homepage,https://www.reneeforcongress.com,23,4
G. K. Butterfield,NC,1.0,house,2018,D,2,20180102172431,11,10,biography;homepage;other,https://www.gkbutterfield.com,30617,4027
Aston Donald Mceachin,VA,4.0,house,2018,D,2,20181017145429,18,8,action;homepage;issues;news;other,https://www.donaldmceachin.com,19058,2629
Peggy Wardlaw,TX,21.0,house,2018,R,2,20181129040710,4,7,action;homepage;issues;other,https://votepeggy.com,16435,2260
Eric Stanton,ME,1.0,house,2018,R,2,20180203085706,13,1,homepage,https://www.stantonformaine.com,878,99
William T. Sali,ID,1.0,house,2018,R,2,20181215224135,4,4,homepage;news;other,https://www.billsali.com,5020,710
Dwight Clint Moore,TX,2.0,house,2018,R,2,20181208150001,24,7,homepage;other,https://www.clintmoore.com,28650,3521
Theodore Eliot Deutch,FL,22.0,house,2018,D,2,20180705033742,20,1,homepage,https://tedforcongress.com,1327,166
Harold L. Bailey,IL,1.0,house,2018,D,2,20181228105028,3,11,homepage;news;other,https://haroldbailey.org,64146,9541
Shelly Wilson Chauncey,PA,5.0,house,2018,D,2,20180920111918,4,1,homepage,https://www.shellyforcongress.com/,3109,465
Mary Glassman,CT,5.0,house,2018,D,2,20180520162314,3,1,homepage,https://www.maryforct.com,14173,2218
Steve Smith,AZ,1.0,house,2018,R,2,20180901045115,9,2,endorsements;homepage,https://www.stevesmithaz.com,1764,254
Perry Gershon,NY,1.0,house,2018,D,2,20180915052605,15,2,homepage;other,https://perrygershon.com,5848,737
Sol Flores,IL,4.0,house,2018,D,2,20181110110920,5,2,homepage;issues,https://standwithsol.org,4594,704
Goutam Umesh Mr. Jois,NJ,7.0,house,2018,D,2,20180317075041,17,9,action;biography;homepage;issues;news;other,https://www.jois2018.com,11884,1649
Peter De Neufville,NJ,11.0,house,2018,R,2,20181105211900,3,1,homepage,https://www.peterdeneufville.com,9948,1408
Darrell Lynn Hartman,OH,16.0,house,2018,R,2,20180104215709,1,1,homepage,https://www.darrellhartmanforcongress.com,788,96
Samuel B Jr Graves,MO,6.0,house,2018,R,2,20181108165424,10,11,action;homepage;issues;other,https://gravesforcongress.com,40418,5734
George F. Jr. Halcovage,PA,9.0,house,2018,R,2,20181106123659,7,1,homepage,https://www.georgehalcovage2018.com,495,41
Kellin Lynn Dunaway,MO,2.0,house,2018,D,2,20180103025821,4,1,homepage,https://kelliforcongress.com,1675,241
Michael Bost,IL,12.0,house,2018,R,2,20180927090855,66,14,action;homepage;issues;news;other,http://bostforcongress.com,55883,8236
Haley Stevens,MI,11.0,house,2018,D,2,20181015220805,26,5,biography;homepage;issues;news,https://www.haleystevensforcongress.com,13211,1811
Tabitha Kay Isner,AL,2.0,house,2018,D,2,20181230172637,53,9,action;biography;homepage;other,https://www.tabithaisner.com,39525,6011
Misty K Snow,UT,2.0,house,2018,D,2,20180116081144,14,2,biography;homepage,https://mistyksnow.com,4784,712
Kentiel D Mr. White,MI,13.0,house,2018,D,2,20180511215913,6,1,homepage,https://www.kentielwhiteforcongress.com,5418,893
David Victor Giles,AZ,9.0,house,2018,R,2,20181119100658,8,10,action;endorsements;homepage;issues;other,https://www.davegilesforcongress.com,51364,6715
William Mccorkle,SC,4.0,house,2018,R,2,20180807090846,1,1,homepage,https://willmccorkle.com,1179,165
Jimmy Darnell Jones,TX,2.0,house,2018,D,2,20181229031204,22,11,action;homepage;other,https://jdarnellforcongress.com,19533,2670
Rick Saccone,PA,14.0,house,2018,R,2,20180321200104,21,1,homepage,https://ricksaccone.com,3049,382
John Russell,OH,12.0,house,2018,D,2,20180613000857,4,1,homepage,https://www.russellforohio.com,1130,138
Jonathan Hans Ebel,IL,13.0,house,2018,D,2,20180314010751,11,8,action;biography;homepage;issues;news;other,https://jonebel.com,11572,1535
Gary Wegman,PA,9.0,house,2018,D,2,20180824124118,11,6,action;homepage;issues;other,https://garywegmanforcongress.com,17750,2421
Jennifer Wexton,VA,10.0,house,2018,D,2,20181113084647,114,12,action;biography;endorsements;homepage;news,http://www.jenniferwexton.com,26991,3292
Joe The Hon. Wilson,SC,2.0,house,2018,R,2,20181209213703,8,9,biography;homepage;other,https://joemeansjobs.com,32655,4529
Jessica King,PA,11.0,house,2018,D,2,20180225064755,5,13,action;biography;endorsements;homepage;news;other,https://www.jesskingforcongress.com,44672,6218
Gina Ortiz Jones,TX,23.0,house,2018,D,2,20181127061634,64,3,biography;homepage,https://ginaortizjones.com/,12094,1858
Jim Costa,CA,16.0,house,2018,D,2,20180503022925,28,15,action;biography;endorsements;homepage;other,https://www.jimcosta.com/,22774,2455
Robert Joseph Kuniegel,PA,8.0,house,2018,R,2,20181211000352,6,2,homepage,https://congresspa.com,2755,425
Tiffany Shedd,AZ,1.0,house,2018,R,2,20180115184410,8,2,homepage,https://www.sheddforcongress.com,9179,991
Timothy A Rep. Huelskamp,KS,1.0,house,2018,R,2,20180401123536,1,3,homepage;other,https://www.huelskamp.org,9798,821
Josh Welle,NJ,4.0,house,2018,D,2,20181017144927,119,19,action;homepage;news;other,https://welleforcongress.com/,46937,6309
Young Kim,CA,39.0,house,2018,R,2,20180112180304,2,6,action;biography;constituent_services;homepage;news;other,https://www.youngkimforcongress.com,24023,3308
Frank J Vondersaar,AK,0.0,house,2018,D,2,20181117235446,2,7,homepage;other,http://sites.google.com/site/vondersaar,25052,3167
Robin Kelly,IL,2.0,house,2018,D,2,20181108132051,6,1,homepage,https://www.robinkellyforcongress.com,1850,259
Tracy Mitrano,NY,23.0,house,2018,D,2,20180809131106,54,44,action;biography;homepage;issues;news;other,https://tracymitranoforcongress.com,242976,32521
Marilyn Ms Wiles,AZ,2.0,house,2018,R,2,20181105220616,1,1,homepage,https://www.electmarilyn.com,1937,302
Judy Chu,CA,27.0,house,2018,D,2,20180731033935,102,3,homepage,http://chu.house.gov,12499,1542
Darren Cole,NY,16.0,house,2018,D,2,20181108170541,2,1,homepage,https://darrencoleforcongress.com,781,98
Adam Clr Nation Bell,TX,3.0,house,2018,D,2,20180308065024,21,22,action;homepage;issues;other,https://www.voteadambell.com,103686,14352
Eloy Javier Mr. Delgado,NJ,8.0,house,2018,D,2,20181125132913,4,11,action;biography;homepage;issues;news;other,https://www.eloyjdelgado.com,34724,5211
Lou Barletta,PA,11.0,house,2018,R,2,20181108175345,39,7,homepage;other,https://www.loubarletta.com,25332,3879
Pete Mr. Sessions,TX,32.0,house,2018,R,2,20180531221558,39,25,action;biography;constituent_services;endorsements;homepage;issues;news;other,https://www.petesessions.com,81238,10217
Dan David,PA,4.0,house,2018,R,2,20181017145728,31,22,action;biography;homepage;issues;news;other,https://dandavidforcongress.com,43588,5268
Ronald James Fitzherbert,NM,2.0,house,2018,D,2,20180326003330,1,2,homepage;other,http://ron2018.org,5061,429
Stephen K Mr. Simpson,GA,10.0,house,2018,R,2,20180809185035,3,1,homepage,https://www.ssimpson.org,93,14
Fernando Cano,NC,9.0,house,2018,D,2,20181111115655,24,1,homepage,https://www.canoforcongress.com,410,33
Adam Hansen,AZ,8.0,house,2018,R,2,20180323193540,1,2,homepage;other,https://hansenforamerica.com,5134,433
John A Yarmuth,KY,3.0,house,2018,D,2,20181108144922,18,2,homepage,http://www.yarmuthforcongress.com,2643,351
Karen Bass,CA,37.0,house,2018,D,2,20181127042515,35,13,biography;homepage;issues;news;other,http://www.karenbass.com,50302,7367
Ann Mclane Kuster,NH,2.0,house,2018,D,2,20180828062346,37,4,homepage;issues,https://www.kusterforcongress.com,8703,1139
Arthur L Halvorson,PA,13.0,house,2018,R,2,20180203021739,1,1,homepage,https://www.arthalvorsonforcongress.com,56,8
Seth Grossman,NJ,2.0,house,2018,R,2,20181230011447,21,20,action;homepage;issues;news;other,http://www.grossmanforcongress.com,95169,13593
Patricia Margaret Curran,NC,5.0,house,2018,R,2,20180418084738,3,1,homepage,http://www.pattiecurran.com,93,14
Christopher P Gibson,NY,19.0,house,2018,R,2,20180519134248,2,1,homepage,http://www.chrisgibsonforcongress.com/,6183,50
Brad Wenstrup,OH,2.0,house,2018,R,2,20180413103427,28,2,homepage;issues,https://www.usabrad.com,9828,1518
Thomas E Mullins,NM,3.0,house,2018,R,2,20180806082112,2,35,action;homepage;news;other,https://www.mullinsforcongress.com,204825,29518
Bradley Mark Mr. Walker,NC,6.0,house,2018,R,2,20180919173637,43,1,homepage,https://www.walker4nc.com,5752,832
Andy Coleman,OK,1.0,house,2018,R,2,20180103185528,10,7,homepage;issues;news;other,https://www.andycoleman.org,12287,1687
Richard Lyons Weil,CO,4.0,house,2018,D,2,20181118151459,2,5,homepage;other,https://www.weilforcongress.com,11160,1510
Jonathan Scott Sturgill,FL,7.0,house,2018,R,2,20180413043955,3,1,homepage,https://scottsturgillforcongress.com,8799,862
Donald Philip Larson,OH,9.0,house,2018,R,2,20180805022505,2,33,action;homepage;news;other,https://www.friendsofdonaldlarson.com,79019,9436
Jonathan Philip Mr. Halverstadt,OH,12.0,house,2018,R,2,20180921111801,6,1,homepage,https://halvforcongress.com,1273,89
Timothy A Rich,ME,2.0,house,2018,D,2,20181228140112,6,3,homepage;other,https://richfortherestofus.com,6390,1031
Jason Call,NM,1.0,house,2018,D,2,20180901001554,4,9,homepage;news;other,https://www.call4democracy.org,25824,3664
